sourceRow,name,productCode,sheetUnit,dibeli,dijual,category,suggestedPrimaryUnit,existingNameMatch,existingSkuForName,existingUnitForName,existingParentForName,existingNamesUsingSameSku,issueTypes,suggestedAction
303,Sedotan Putih Dop Super Jasa,SDP00JT6,Kg,,4-109 Penjualan Sedotan Maklon,BARANG JADI,KG,Sedotan Putih Dop Super Jasa,SDP00JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Putih Dop Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
304,Sedotan Tongji Kuning Lurik Hijau Lancip Lubang 6,SKLH0SL6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Tongji Kuning Lurik Hijau Lancip Lubang 6,SKLH0SL6,KG,Produk FINISHED GOOD Rafia,Sedotan Tongji Kuning Lurik Hijau Lancip Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
305,Sedotan Ungu KW,SUP00KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu KW,SUP00KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
306,Sedotan Ungu KW Lurik Dop,SULD0KT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu KW Lurik Dop,SULD0KT6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu KW Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
307,"Sedotan Ungu Lancip Lubang 8,5",BJ000002,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Ungu Lancip Lubang 8,5",BJ000002,KG,Produk FINISHED GOOD Rafia,"Sedotan Ungu Lancip Lubang 8,5",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
308,Sedotan Ungu Lurik Dop Jasa,SULD0JT6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu Lurik Dop Jasa,SULD0JT6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu Lurik Dop Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
309,Sedotan Ungu Lurik Dop Lubang 6,SULD0ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu Lurik Dop Lubang 6,SULD0ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu Lurik Dop Lubang 6,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
310,"Sedotan Ungu Lurik Dop Lubang 6,2",SULD0ST2,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,"Sedotan Ungu Lurik Dop Lubang 6,2",SULD0ST2,KG,Produk FINISHED GOOD Rafia,"Sedotan Ungu Lurik Dop Lubang 6,2",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
311,"Sedotan Ungu Lurik Dop Lubang 6,5",,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,,MISSING_PRODUCT_CODE,NEW_BY_NAME
312,"Sedotan Ungu Lurik Dop Lubang 8,5",SULD0ST8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Ungu Lurik Dop Lubang 8.5,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
313,Sedotan Ungu Super,SUP00ST6,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Ungu Super,SUP00ST6,KG,Produk FINISHED GOOD Rafia,Sedotan Ungu Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
314,Sedotan Ungu Super Jasa,,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,,MISSING_PRODUCT_CODE,NEW_BY_NAME
315,"Sedotan Ungu Tumpul Lubang 8,5 Jasa",SUP00JT8,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,,,,,Sedotan Ungu Tumpul Lubang 8.5 Jasa,SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME
316,Sedotan Warna KW,SWP00KT6,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna KW,SWP00KT6,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna KW,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
317,Sedotan Warna KW 175gr,SWK175T-02,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna KW 175gr,SWK175T-02,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna KW 175gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
318,Sedotan Warna KW 70gr,SWK700T-02,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna KW 70gr,SWK700T-02,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna KW 70gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
319,Sedotan Warna KW Polos,SWP00KT-02,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna KW Polos,SWP00KT-02,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna KW Polos,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
320,Sedotan Warna Lurik Dop,SWLD0KT-02,Kg,,4-105 Penjualan Sedotan Los,BARANG JADI,KG,Sedotan Warna Lurik Dop,SWLD0KT-02,KG,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW
321,Sedotan Warna Lurik Dop 100gr,SWLD0KT10,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 100gr,SWLD0KT10,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 100gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
322,Sedotan Warna Lurik Dop 120gr,BJ000003,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 120gr,BJ000003,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 120gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
323,Sedotan Warna Lurik Dop 170gr,,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,,,,,,MISSING_PRODUCT_CODE;UNIT_NEEDS_NORMALIZATION,NEW_BY_NAME
324,Sedotan Warna Lurik Dop 175gr,BJ000004,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 175gr,BJ000004,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 175gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
325,Sedotan Warna Lurik Dop 200gr,,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,,,,,,MISSING_PRODUCT_CODE;UNIT_NEEDS_NORMALIZATION,NEW_BY_NAME
326,Sedotan Warna Lurik Dop 60gr,BJ000005,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 60gr,BJ000005,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 60gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
327,Sedotan Warna Lurik Dop 70gr,BJ000006,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 70gr,BJ000006,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 70gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
328,Sedotan Warna Lurik Dop 75gr,BJ000007,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 75gr,BJ000007,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 75gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
329,Sedotan Warna Lurik Dop 80gr,BJ000008,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 80gr,BJ000008,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 80gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
330,Sedotan Warna Lurik Dop 95gr,BJ000009,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop 95gr,BJ000009,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop 95gr,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
331,Sedotan Warna Lurik Dop Super,SWLD0ST-02,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Dop Super,SWLD0ST-02,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Dop Super,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
332,Sedotan Warna Lurik Double 70gr,BJ000015,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Lurik Double 70gr,BJ000015,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Lurik Double 70gr,DUPLICATE_PRODUCT_CODE_IN_SHEET;UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
333,Sedotan Warna Pop Ice Tumpul,BJ000010,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,Sedotan Warna Pop Ice Tumpul,BJ000010,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Pop Ice Tumpul,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
334,Sedotan Warna Pop Ice Tumpul 130gr,,Pack,,4-112 Penjualan Sedotan Pack,BARANG JADI,PCS,,,,,,MISSING_PRODUCT_CODE;UNIT_NEEDS_NORMALIZATION,NEW_BY_NAME
335,Sedotan Warna Steril Dalam Printing Luar Polos,SWS00WL-10,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Warna Steril Dalam Printing Luar Polos,SWS00WL-10,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Steril Dalam Printing Luar Polos,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
336,Sedotan Warna Steril Full Printing,SWS00WL-11,Karton,,4-114 Penjualan Sedotan Steril,BARANG JADI,PCS,Sedotan Warna Steril Full Printing,SWS00WL-11,PCS,Produk FINISHED GOOD Rafia,Sedotan Warna Steril Full Printing,UNIT_NEEDS_NORMALIZATION,EXISTS_BY_NAME
